cycle,arm,target_rate,limit_x,t_rel,deploy,container,hpa_util_pct,current_replicas,desired_replicas,ready_replicas,pending_pods
2,frontcatalog,250,0,123,checkoutservice,checkout,64,3,3,3,0
2,frontcatalog,250,0,123,currencyservice,server,66,3,3,3,0
2,frontcatalog,250,0,123,emailservice,email,70,3,3,3,0
2,frontcatalog,250,0,123,frontend,productcatalog,56,3,3,3,0
2,frontcatalog,250,0,123,frontend,server,60,3,3,3,0
2,frontcatalog,250,0,123,paymentservice,payment,73,4,4,4,0
2,frontcatalog,250,0,123,recommendationservice,server,64,3,3,3,0
2,frontcatalog,250,0,123,redis-cart,-,,1,1,1,0
2,frontcatalog,250,0,123,shippingservice,server,63,3,3,3,0
2,frontcatalog,250,0,138,adservice,server,30,7,7,7,0
2,frontcatalog,250,0,138,cartservice,server,56,4,4,4,0
2,frontcatalog,250,0,138,checkoutservice,checkout,65,3,3,3,0
2,frontcatalog,250,0,138,currencyservice,server,68,3,3,3,0
2,frontcatalog,250,0,138,emailservice,email,75,3,3,3,0
2,frontcatalog,250,0,138,frontend,productcatalog,58,3,3,3,0
2,frontcatalog,250,0,138,frontend,server,63,3,3,3,0
2,frontcatalog,250,0,138,paymentservice,payment,55,4,4,4,0
2,frontcatalog,250,0,138,recommendationservice,server,67,3,3,3,0
2,frontcatalog,250,0,138,redis-cart,-,,1,1,1,0
2,frontcatalog,250,0,138,shippingservice,server,64,3,3,3,0
2,frontcatalog,250,0,154,adservice,server,32,7,7,7,0
2,frontcatalog,250,0,154,cartservice,server,57,4,4,4,0
2,frontcatalog,250,0,154,checkoutservice,checkout,65,3,3,3,0
2,frontcatalog,250,0,154,currencyservice,server,68,3,3,3,0
2,frontcatalog,250,0,154,emailservice,email,75,3,3,3,0
2,frontcatalog,250,0,154,frontend,productcatalog,57,3,3,3,0
2,frontcatalog,250,0,154,frontend,server,61,3,3,3,0
2,frontcatalog,250,0,154,paymentservice,payment,56,4,4,4,0
2,frontcatalog,250,0,154,recommendationservice,server,65,3,3,3,0
2,frontcatalog,250,0,154,redis-cart,-,,1,1,1,0
2,frontcatalog,250,0,154,shippingservice,server,65,3,3,3,0
2,frontcatalog,250,0,169,adservice,server,31,7,5,5,0
2,frontcatalog,250,0,169,cartservice,server,54,4,4,4,0
2,frontcatalog,250,0,169,checkoutservice,checkout,64,3,3,3,0
2,frontcatalog,250,0,169,currencyservice,server,66,3,3,3,0
2,frontcatalog,250,0,169,emailservice,email,68,3,3,3,0
2,frontcatalog,250,0,169,frontend,productcatalog,56,3,3,3,0
2,frontcatalog,250,0,169,frontend,server,62,3,3,3,0
2,frontcatalog,250,0,169,paymentservice,payment,56,4,4,4,0
2,frontcatalog,250,0,169,recommendationservice,server,64,3,3,3,0
2,frontcatalog,250,0,169,redis-cart,-,,1,1,1,0
2,frontcatalog,250,0,169,shippingservice,server,63,3,3,3,0
2,frontcatalog,250,0,184,adservice,server,39,5,4,4,0
2,frontcatalog,250,0,184,cartservice,server,51,4,4,4,0
2,frontcatalog,250,0,184,checkoutservice,checkout,62,3,3,3,0
2,frontcatalog,250,0,184,currencyservice,server,68,3,3,3,0
2,frontcatalog,250,0,184,emailservice,email,71,3,3,3,0
2,frontcatalog,250,0,184,frontend,productcatalog,56,3,3,3,0
2,frontcatalog,250,0,184,frontend,server,61,3,3,3,0
2,frontcatalog,250,0,184,paymentservice,payment,52,4,4,4,0
2,frontcatalog,250,0,184,recommendationservice,server,66,3,3,3,0
2,frontcatalog,250,0,184,redis-cart,-,,1,1,1,0
2,frontcatalog,250,0,184,shippingservice,server,62,3,3,3,0
2,frontcatalog,250,0,200,adservice,server,47,4,4,4,0
2,frontcatalog,250,0,200,cartservice,server,59,4,4,4,0
2,frontcatalog,250,0,200,checkoutservice,checkout,66,3,3,3,0
2,frontcatalog,250,0,200,currencyservice,server,65,3,3,3,0
2,frontcatalog,250,0,200,emailservice,email,72,3,3,3,0
2,frontcatalog,250,0,200,frontend,productcatalog,57,3,3,3,0
2,frontcatalog,250,0,200,frontend,server,62,3,3,3,0
2,frontcatalog,250,0,200,paymentservice,payment,55,4,4,4,0
2,frontcatalog,250,0,200,recommendationservice,server,66,3,3,3,0
2,frontcatalog,250,0,200,redis-cart,-,,1,1,1,0
2,frontcatalog,250,0,200,shippingservice,server,65,3,3,3,0
2,frontcatalog,250,0,215,adservice,server,47,4,4,4,0
2,frontcatalog,250,0,215,cartservice,server,62,4,4,4,0
2,frontcatalog,250,0,215,checkoutservice,checkout,70,3,3,3,0
2,frontcatalog,250,0,215,currencyservice,server,68,3,3,3,0
2,frontcatalog,250,0,215,emailservice,email,77,3,3,3,0
2,frontcatalog,250,0,215,frontend,productcatalog,58,3,3,3,0
2,frontcatalog,250,0,215,frontend,server,62,3,3,3,0
2,frontcatalog,250,0,215,paymentservice,payment,59,4,4,4,0
2,frontcatalog,250,0,215,recommendationservice,server,68,3,3,3,0
2,frontcatalog,250,0,215,redis-cart,-,,1,1,1,0
2,frontcatalog,250,0,215,shippingservice,server,68,3,3,3,0
2,frontcatalog,250,0,230,adservice,server,45,4,3,3,0
2,frontcatalog,250,0,230,cartservice,server,61,4,4,4,0
2,frontcatalog,250,0,230,checkoutservice,checkout,71,3,3,3,0
2,frontcatalog,250,0,230,currencyservice,server,68,3,3,3,0
2,frontcatalog,250,0,230,emailservice,email,78,3,4,3,0
2,frontcatalog,250,0,230,frontend,productcatalog,60,3,3,3,0
2,frontcatalog,250,0,230,frontend,server,65,3,3,3,0
2,frontcatalog,250,0,230,paymentservice,payment,60,4,4,4,0
2,frontcatalog,250,0,230,recommendationservice,server,68,3,3,3,0
2,frontcatalog,250,0,230,redis-cart,-,,1,1,1,0
2,frontcatalog,250,0,230,shippingservice,server,70,3,3,3,0
2,frontcatalog,250,0,246,adservice,server,42,3,3,3,0
2,frontcatalog,250,0,246,cartservice,server,57,4,4,4,0
2,frontcatalog,250,0,246,checkoutservice,checkout,67,3,3,3,0
2,frontcatalog,250,0,246,currencyservice,server,69,3,3,3,0
2,frontcatalog,250,0,246,emailservice,email,76,4,4,4,0
2,frontcatalog,250,0,246,frontend,productcatalog,60,3,3,3,0
2,frontcatalog,250,0,246,frontend,server,65,3,3,3,0
2,frontcatalog,250,0,246,paymentservice,payment,56,4,4,4,0
2,frontcatalog,250,0,246,recommendationservice,server,67,3,3,3,0
2,frontcatalog,250,0,246,redis-cart,-,,1,1,1,0
2,frontcatalog,250,0,246,shippingservice,server,67,3,3,3,0
2,frontcatalog,250,0,261,adservice,server,170,3,3,3,0
2,frontcatalog,250,0,261,cartservice,server,56,4,4,4,0
2,frontcatalog,250,0,261,checkoutservice,checkout,68,3,3,3,0
2,frontcatalog,250,0,261,currencyservice,server,70,3,3,3,0
2,frontcatalog,250,0,261,emailservice,email,75,4,4,4,0
2,frontcatalog,250,0,261,frontend,productcatalog,61,3,3,3,0
2,frontcatalog,250,0,261,frontend,server,64,3,3,3,0
2,frontcatalog,250,0,261,paymentservice,payment,58,4,4,4,0
2,frontcatalog,250,0,261,recommendationservice,server,68,3,3,3,0
2,frontcatalog,250,0,261,redis-cart,-,,1,1,1,0
2,frontcatalog,250,0,261,shippingservice,server,65,3,3,3,0
2,frontcatalog,250,0,276,adservice,server,138,3,6,3,0
2,frontcatalog,250,0,276,cartservice,server,56,4,4,4,0
2,frontcatalog,250,0,276,checkoutservice,checkout,66,3,3,3,0
2,frontcatalog,250,0,276,currencyservice,server,69,3,3,3,0
2,frontcatalog,250,0,276,emailservice,email,55,4,4,4,0
2,frontcatalog,250,0,276,frontend,productcatalog,58,3,3,3,0
2,frontcatalog,250,0,276,frontend,server,65,3,3,3,0
2,frontcatalog,250,0,276,paymentservice,payment,56,4,4,4,0
2,frontcatalog,250,0,276,recommendationservice,server,69,3,3,3,0
2,frontcatalog,250,0,276,redis-cart,-,,1,1,1,0
2,frontcatalog,250,0,276,shippingservice,server,64,3,3,3,0
2,frontcatalog,250,0,292,adservice,server,107,6,6,3,0
2,frontcatalog,250,0,292,cartservice,server,54,4,4,4,0
2,frontcatalog,250,0,292,checkoutservice,checkout,67,3,3,3,0
2,frontcatalog,250,0,292,currencyservice,server,71,3,3,3,0
2,frontcatalog,250,0,292,emailservice,email,54,4,4,4,0
2,frontcatalog,250,0,292,frontend,productcatalog,59,3,3,3,0
2,frontcatalog,250,0,292,frontend,server,63,3,3,3,0
2,frontcatalog,250,0,292,paymentservice,payment,58,4,4,4,0
2,frontcatalog,250,0,292,recommendationservice,server,69,3,3,3,0
2,frontcatalog,250,0,292,redis-cart,-,,1,1,1,0
2,frontcatalog,250,0,292,shippingservice,server,67,3,3,3,0
2,frontcatalog,250,0,307,adservice,server,88,6,6,6,0
2,frontcatalog,250,0,307,cartservice,server,56,4,4,4,0
2,frontcatalog,250,0,307,checkoutservice,checkout,66,3,3,3,0
2,frontcatalog,250,0,307,currencyservice,server,72,3,3,3,0
2,frontcatalog,250,0,307,emailservice,email,58,4,4,4,0
2,frontcatalog,250,0,307,frontend,productcatalog,58,3,3,3,0
2,frontcatalog,250,0,307,frontend,server,63,3,3,3,0
2,frontcatalog,250,0,307,paymentservice,payment,61,4,4,4,0
2,frontcatalog,250,0,307,recommendationservice,server,71,3,3,3,0
2,frontcatalog,250,0,307,redis-cart,-,,1,1,1,0
2,frontcatalog,250,0,307,shippingservice,server,67,3,3,3,0
2,frontcatalog,250,0,322,adservice,server,105,6,6,6,0
2,frontcatalog,250,0,322,cartservice,server,55,4,4,4,0
2,frontcatalog,250,0,322,checkoutservice,checkout,67,3,3,3,0
2,frontcatalog,250,0,322,currencyservice,server,70,3,3,3,0
2,frontcatalog,250,0,322,emailservice,email,55,4,4,4,0
2,frontcatalog,250,0,322,frontend,productcatalog,60,3,3,3,0
2,frontcatalog,250,0,322,frontend,server,65,3,3,3,0
2,frontcatalog,250,0,322,paymentservice,payment,55,4,4,4,0
2,frontcatalog,250,0,322,recommendationservice,server,67,3,3,3,0
2,frontcatalog,250,0,322,redis-cart,-,,1,1,1,0
2,frontcatalog,250,0,322,shippingservice,server,64,3,3,3,0
2,frontcatalog,250,0,338,adservice,server,76,6,6,6,0
2,frontcatalog,250,0,338,cartservice,server,49,4,4,4,0
2,frontcatalog,250,0,338,checkoutservice,checkout,57,3,3,3,0
2,frontcatalog,250,0,338,currencyservice,server,65,3,3,3,0
2,frontcatalog,250,0,338,emailservice,email,52,4,4,4,0
2,frontcatalog,250,0,338,frontend,productcatalog,55,3,3,3,0
2,frontcatalog,250,0,338,frontend,server,64,3,3,3,0
2,frontcatalog,250,0,338,paymentservice,payment,53,4,4,4,0
2,frontcatalog,250,0,338,recommendationservice,server,63,3,3,3,0
2,frontcatalog,250,0,338,redis-cart,-,,1,1,1,0
2,frontcatalog,250,0,338,shippingservice,server,66,3,3,3,0
2,frontcatalog,250,0,353,adservice,server,38,6,6,6,0
2,frontcatalog,250,0,353,cartservice,server,59,4,4,4,0
2,frontcatalog,250,0,353,checkoutservice,checkout,69,3,3,3,0
2,frontcatalog,250,0,353,currencyservice,server,70,3,3,3,0
2,frontcatalog,250,0,353,emailservice,email,59,4,4,4,0
2,frontcatalog,250,0,353,frontend,productcatalog,59,3,3,3,0
2,frontcatalog,250,0,353,frontend,server,63,3,3,3,0
2,frontcatalog,250,0,353,paymentservice,payment,60,4,4,4,0
2,frontcatalog,250,0,353,recommendationservice,server,74,3,3,3,0
2,frontcatalog,250,0,353,redis-cart,-,,1,1,1,0
2,frontcatalog,250,0,353,shippingservice,server,63,3,3,3,0
2,frontcatalog,250,0,368,adservice,server,36,6,6,6,0
2,frontcatalog,250,0,368,cartservice,server,59,4,4,4,0
2,frontcatalog,250,0,368,checkoutservice,checkout,65,3,3,3,0
2,frontcatalog,250,0,368,currencyservice,server,69,3,3,3,0
2,frontcatalog,250,0,368,emailservice,email,53,4,4,4,0
2,frontcatalog,250,0,368,frontend,productcatalog,60,3,3,3,0
2,frontcatalog,250,0,368,frontend,server,63,3,3,3,0
2,frontcatalog,250,0,368,paymentservice,payment,58,4,4,4,0
2,frontcatalog,250,0,368,recommendationservice,server,67,3,3,3,0
2,frontcatalog,250,0,368,redis-cart,-,,1,1,1,0
2,frontcatalog,250,0,368,shippingservice,server,65,3,3,3,0
2,frontcatalog,250,0,384,adservice,server,34,6,6,6,0
2,frontcatalog,250,0,384,cartservice,server,56,4,4,4,0
2,frontcatalog,250,0,384,checkoutservice,checkout,67,3,3,3,0
2,frontcatalog,250,0,384,currencyservice,server,69,3,3,3,0
2,frontcatalog,250,0,384,emailservice,email,53,4,4,4,0
2,frontcatalog,250,0,384,frontend,productcatalog,59,3,3,3,0
2,frontcatalog,250,0,384,frontend,server,65,3,3,3,0
2,frontcatalog,250,0,384,paymentservice,payment,54,4,4,4,0
2,frontcatalog,250,0,384,recommendationservice,server,69,3,3,3,0
2,frontcatalog,250,0,384,redis-cart,-,,1,1,1,0
2,frontcatalog,250,0,384,shippingservice,server,66,3,3,3,0
2,frontcatalog,250,0,399,adservice,server,34,6,4,4,0
2,frontcatalog,250,0,399,cartservice,server,51,4,4,4,0
2,frontcatalog,250,0,399,checkoutservice,checkout,60,3,3,3,0
2,frontcatalog,250,0,399,currencyservice,server,67,3,3,3,0
2,frontcatalog,250,0,399,emailservice,email,52,4,4,4,0
2,frontcatalog,250,0,399,frontend,productcatalog,57,3,3,3,0
2,frontcatalog,250,0,399,frontend,server,63,3,3,3,0
2,frontcatalog,250,0,399,paymentservice,payment,54,4,4,4,0
2,frontcatalog,250,0,399,recommendationservice,server,68,3,3,3,0
2,frontcatalog,250,0,399,redis-cart,-,,1,1,1,0
2,frontcatalog,250,0,399,shippingservice,server,63,3,3,3,0
2,frontcatalog,250,0,414,adservice,server,47,4,4,4,0
2,frontcatalog,250,0,414,cartservice,server,54,4,4,4,0
2,frontcatalog,250,0,414,checkoutservice,checkout,64,3,3,3,0
2,frontcatalog,250,0,414,currencyservice,server,65,3,3,3,0
2,frontcatalog,250,0,414,emailservice,email,53,4,4,4,0
2,frontcatalog,250,0,414,frontend,productcatalog,57,3,3,3,0
2,frontcatalog,250,0,414,frontend,server,62,3,3,3,0
2,frontcatalog,250,0,414,paymentservice,payment,53,4,4,4,0
2,frontcatalog,250,0,414,recommendationservice,server,65,3,3,3,0
2,frontcatalog,250,0,414,redis-cart,-,,1,1,1,0
2,frontcatalog,250,0,414,shippingservice,server,64,3,3,3,0
2,frontcatalog,250,0,430,adservice,server,43,4,3,3,0
2,frontcatalog,250,0,430,cartservice,server,56,4,4,4,0
2,frontcatalog,250,0,430,checkoutservice,checkout,64,3,3,3,0
2,frontcatalog,250,0,430,currencyservice,server,70,3,3,3,0
2,frontcatalog,250,0,430,emailservice,email,56,4,4,4,0
2,frontcatalog,250,0,430,frontend,productcatalog,58,3,3,3,0
2,frontcatalog,250,0,430,frontend,server,64,3,3,3,0
2,frontcatalog,250,0,430,paymentservice,payment,54,4,4,4,0
2,frontcatalog,250,0,430,recommendationservice,server,66,3,3,3,0
2,frontcatalog,250,0,430,redis-cart,-,,1,1,1,0
2,frontcatalog,250,0,430,shippingservice,server,68,3,3,3,0
2,frontcatalog,250,0,445,adservice,server,59,3,3,3,0
2,frontcatalog,250,0,445,cartservice,server,53,4,4,4,0
2,frontcatalog,250,0,445,checkoutservice,checkout,67,3,3,3,0
2,frontcatalog,250,0,445,currencyservice,server,65,3,3,3,0
2,frontcatalog,250,0,445,emailservice,email,59,4,4,4,0
2,frontcatalog,250,0,445,frontend,productcatalog,50,3,3,3,0
2,frontcatalog,250,0,445,frontend,server,63,3,3,3,0
2,frontcatalog,250,0,445,paymentservice,payment,61,4,4,4,0
2,frontcatalog,250,0,445,recommendationservice,server,66,3,3,3,0
2,frontcatalog,250,0,445,redis-cart,-,,1,1,1,0
2,frontcatalog,250,0,445,shippingservice,server,66,3,3,3,0
3,frontcatalog,250,0,1,adservice,server,7,3,3,3,0
3,frontcatalog,250,0,1,cartservice,server,1,3,3,3,0
3,frontcatalog,250,0,1,checkoutservice,checkout,0,3,3,3,0
3,frontcatalog,250,0,1,currencyservice,server,0,3,3,3,0
3,frontcatalog,250,0,1,emailservice,email,2,3,3,3,0
3,frontcatalog,250,0,1,frontend,productcatalog,0,3,3,3,0
3,frontcatalog,250,0,1,frontend,server,0,3,3,3,0
3,frontcatalog,250,0,1,paymentservice,payment,1,3,3,3,0
3,frontcatalog,250,0,1,recommendationservice,-,,,0,3,0
3,frontcatalog,250,0,1,redis-cart,-,,1,1,1,0
3,frontcatalog,250,0,1,shippingservice,-,,,0,3,0
3,frontcatalog,250,0,16,adservice,server,10,3,3,3,0
3,frontcatalog,250,0,16,cartservice,server,10,3,3,3,0
3,frontcatalog,250,0,16,checkoutservice,checkout,9,3,3,3,0
3,frontcatalog,250,0,16,currencyservice,server,0,3,3,3,0
3,frontcatalog,250,0,16,emailservice,email,1,3,3,3,0
3,frontcatalog,250,0,16,frontend,productcatalog,4,3,3,3,0
3,frontcatalog,250,0,16,frontend,server,0,3,3,3,0
3,frontcatalog,250,0,16,paymentservice,payment,1,3,3,3,0
3,frontcatalog,250,0,16,recommendationservice,server,3,3,3,3,0
3,frontcatalog,250,0,16,redis-cart,-,,1,1,1,0
3,frontcatalog,250,0,16,shippingservice,server,1,3,3,3,0
3,frontcatalog,250,0,31,adservice,server,176,3,3,3,0
3,frontcatalog,250,0,31,cartservice,server,105,3,3,3,0
3,frontcatalog,250,0,31,checkoutservice,checkout,58,3,3,3,0
3,frontcatalog,250,0,31,currencyservice,server,80,3,3,3,0
3,frontcatalog,250,0,31,emailservice,email,70,3,3,3,0
3,frontcatalog,250,0,31,frontend,productcatalog,39,3,3,3,0
3,frontcatalog,250,0,31,frontend,server,47,3,3,3,0
3,frontcatalog,250,0,31,paymentservice,payment,50,3,3,3,0
3,frontcatalog,250,0,31,recommendationservice,server,16,3,3,3,0
3,frontcatalog,250,0,31,redis-cart,-,,1,1,1,0
3,frontcatalog,250,0,31,shippingservice,server,40,3,3,3,0
3,frontcatalog,250,0,47,adservice,server,347,3,7,3,0
3,frontcatalog,250,0,47,cartservice,server,86,3,4,3,0
3,frontcatalog,250,0,47,checkoutservice,checkout,65,3,3,3,0
3,frontcatalog,250,0,47,currencyservice,server,71,3,3,3,0
3,frontcatalog,250,0,47,emailservice,email,72,3,3,3,0
3,frontcatalog,250,0,47,frontend,productcatalog,55,3,3,3,0
3,frontcatalog,250,0,47,frontend,server,61,3,3,3,0
3,frontcatalog,250,0,47,paymentservice,payment,82,3,3,3,0
3,frontcatalog,250,0,47,recommendationservice,server,63,3,3,3,0
3,frontcatalog,250,0,47,redis-cart,-,,1,1,1,0
3,frontcatalog,250,0,47,shippingservice,server,65,3,3,3,0
3,frontcatalog,250,0,62,adservice,server,295,7,8,3,0
3,frontcatalog,250,0,62,cartservice,server,77,4,4,3,0
3,frontcatalog,250,0,62,checkoutservice,checkout,67,3,3,3,0
3,frontcatalog,250,0,62,currencyservice,server,73,3,3,3,0
3,frontcatalog,250,0,62,emailservice,email,72,3,3,3,0
3,frontcatalog,250,0,62,frontend,productcatalog,55,3,3,3,0
3,frontcatalog,250,0,62,frontend,server,59,3,3,3,0
3,frontcatalog,250,0,62,paymentservice,payment,74,3,3,3,0
3,frontcatalog,250,0,62,recommendationservice,server,61,3,3,3,0
3,frontcatalog,250,0,62,redis-cart,-,,1,1,1,0
3,frontcatalog,250,0,62,shippingservice,server,65,3,3,3,0
3,frontcatalog,250,0,78,adservice,server,172,8,8,6,0
3,frontcatalog,250,0,78,cartservice,server,82,4,4,4,0
3,frontcatalog,250,0,78,checkoutservice,checkout,74,3,3,3,0
3,frontcatalog,250,0,78,currencyservice,server,79,3,3,3,0
3,frontcatalog,250,0,78,emailservice,email,74,3,3,3,0
3,frontcatalog,250,0,78,frontend,productcatalog,59,3,3,3,0
3,frontcatalog,250,0,78,frontend,server,68,3,3,3,0
3,frontcatalog,250,0,78,paymentservice,payment,78,3,3,3,0
3,frontcatalog,250,0,78,recommendationservice,server,71,3,3,3,0
3,frontcatalog,250,0,78,redis-cart,-,,1,1,1,0
3,frontcatalog,250,0,78,shippingservice,server,74,3,3,3,0
3,frontcatalog,250,0,93,adservice,server,180,8,8,8,0
3,frontcatalog,250,0,93,cartservice,server,86,4,4,4,0
3,frontcatalog,250,0,93,checkoutservice,checkout,69,3,3,3,0
3,frontcatalog,250,0,93,currencyservice,server,74,3,3,3,0
3,frontcatalog,250,0,93,emailservice,email,76,3,3,3,0
3,frontcatalog,250,0,93,frontend,productcatalog,60,3,3,3,0
3,frontcatalog,250,0,93,frontend,server,65,3,3,3,0
3,frontcatalog,250,0,93,paymentservice,payment,78,3,4,3,0
3,frontcatalog,250,0,93,recommendationservice,server,70,3,3,3,0
3,frontcatalog,250,0,93,redis-cart,-,,1,1,1,0
3,frontcatalog,250,0,93,shippingservice,server,65,3,3,3,0
3,frontcatalog,250,0,108,adservice,server,149,8,8,8,0
3,frontcatalog,250,0,108,cartservice,server,82,4,4,4,0
3,frontcatalog,250,0,108,checkoutservice,checkout,69,3,3,3,0
3,frontcatalog,250,0,108,currencyservice,server,77,3,3,3,0
3,frontcatalog,250,0,108,emailservice,email,80,3,3,3,0
3,frontcatalog,250,0,108,frontend,productcatalog,58,3,3,3,0
3,frontcatalog,250,0,108,frontend,server,65,3,3,3,0
3,frontcatalog,250,0,108,paymentservice,payment,81,4,4,4,0
3,frontcatalog,250,0,108,recommendationservice,server,73,3,3,3,0
3,frontcatalog,250,0,108,redis-cart,-,,1,1,1,0
3,frontcatalog,250,0,108,shippingservice,server,72,3,3,3,0
3,frontcatalog,250,0,124,adservice,server,67,8,8,8,0
3,frontcatalog,250,0,124,cartservice,server,63,4,4,4,0
3,frontcatalog,250,0,124,checkoutservice,checkout,73,3,3,3,0
3,frontcatalog,250,0,124,currencyservice,server,78,3,4,4,0
3,frontcatalog,250,0,124,emailservice,email,78,3,4,3,0
3,frontcatalog,250,0,124,frontend,productcatalog,61,3,3,3,0
3,frontcatalog,250,0,124,frontend,server,67,3,3,3,0
3,frontcatalog,250,0,124,paymentservice,payment,83,4,4,4,0
3,frontcatalog,250,0,124,recommendationservice,server,73,3,3,3,0
3,frontcatalog,250,0,124,redis-cart,-,,1,1,1,0
3,frontcatalog,250,0,124,shippingservice,server,72,3,3,3,0
3,frontcatalog,250,0,139,adservice,server,36,8,8,8,0
3,frontcatalog,250,0,139,cartservice,server,62,4,4,4,0
3,frontcatalog,250,0,139,checkoutservice,checkout,72,3,3,3,0
3,frontcatalog,250,0,139,currencyservice,server,75,4,4,4,0
3,frontcatalog,250,0,139,emailservice,email,75,4,4,4,0
3,frontcatalog,250,0,139,frontend,productcatalog,60,3,3,3,0
3,frontcatalog,250,0,139,frontend,server,65,3,3,3,0
3,frontcatalog,250,0,139,paymentservice,payment,58,4,4,4,0
3,frontcatalog,250,0,139,recommendationservice,server,69,3,3,3,0
3,frontcatalog,250,0,139,redis-cart,-,,1,1,1,0
3,frontcatalog,250,0,139,shippingservice,server,71,3,3,3,0
3,frontcatalog,250,0,154,adservice,server,46,8,8,8,0
3,frontcatalog,250,0,154,cartservice,server,56,4,4,4,0
3,frontcatalog,250,0,154,checkoutservice,checkout,60,3,3,3,0
3,frontcatalog,250,0,154,currencyservice,server,54,4,4,4,0
3,frontcatalog,250,0,154,emailservice,email,71,4,4,4,0
3,frontcatalog,250,0,154,frontend,productcatalog,57,3,3,3,0
3,frontcatalog,250,0,154,frontend,server,61,3,3,3,0
3,frontcatalog,250,0,154,paymentservice,payment,51,4,4,4,0
3,frontcatalog,250,0,154,recommendationservice,server,68,3,3,3,0
3,frontcatalog,250,0,154,redis-cart,-,,1,1,1,0
3,frontcatalog,250,0,154,shippingservice,server,64,3,3,3,0
3,frontcatalog,250,0,170,adservice,server,41,8,8,8,0
3,frontcatalog,250,0,170,cartservice,server,52,4,4,4,0
3,frontcatalog,250,0,170,checkoutservice,checkout,66,3,3,3,0
3,frontcatalog,250,0,170,currencyservice,server,53,4,4,4,0
3,frontcatalog,250,0,170,emailservice,email,54,4,4,4,0
3,frontcatalog,250,0,170,frontend,productcatalog,56,3,3,3,0
3,frontcatalog,250,0,170,frontend,server,62,3,3,3,0
3,frontcatalog,250,0,170,paymentservice,payment,53,4,4,4,0
3,frontcatalog,250,0,170,recommendationservice,server,68,3,3,3,0
3,frontcatalog,250,0,170,redis-cart,-,,1,1,1,0
3,frontcatalog,250,0,170,shippingservice,server,64,3,3,3,0
3,frontcatalog,250,0,185,adservice,server,32,8,6,6,0
3,frontcatalog,250,0,185,cartservice,server,51,4,4,4,0
3,frontcatalog,250,0,185,checkoutservice,checkout,62,3,3,3,0
3,frontcatalog,250,0,185,currencyservice,server,54,4,4,4,0
3,frontcatalog,250,0,185,emailservice,email,54,4,4,4,0
3,frontcatalog,250,0,185,frontend,productcatalog,56,3,3,3,0
3,frontcatalog,250,0,185,frontend,server,65,3,3,3,0
3,frontcatalog,250,0,185,paymentservice,payment,53,4,4,4,0
3,frontcatalog,250,0,185,recommendationservice,server,69,3,3,3,0
3,frontcatalog,250,0,185,redis-cart,-,,1,1,1,0
3,frontcatalog,250,0,185,shippingservice,server,68,3,3,3,0
3,frontcatalog,250,0,200,adservice,server,42,6,6,6,0
3,frontcatalog,250,0,200,cartservice,server,62,4,4,4,0
3,frontcatalog,250,0,200,checkoutservice,checkout,70,3,3,3,0
3,frontcatalog,250,0,200,currencyservice,server,55,4,4,4,0
3,frontcatalog,250,0,200,emailservice,email,57,4,4,4,0
3,frontcatalog,250,0,200,frontend,productcatalog,61,3,3,3,0
3,frontcatalog,250,0,200,frontend,server,67,3,3,3,0
3,frontcatalog,250,0,200,paymentservice,payment,53,4,4,4,0
3,frontcatalog,250,0,200,recommendationservice,server,68,3,3,3,0
3,frontcatalog,250,0,200,redis-cart,-,,1,1,1,0
3,frontcatalog,250,0,200,shippingservice,server,68,3,3,3,0
3,frontcatalog,250,0,216,adservice,server,38,6,5,5,0
3,frontcatalog,250,0,216,cartservice,server,68,4,4,4,0
3,frontcatalog,250,0,216,checkoutservice,checkout,73,3,3,3,0
3,frontcatalog,250,0,216,currencyservice,server,57,4,4,4,0
3,frontcatalog,250,0,216,emailservice,email,59,4,4,4,0
3,frontcatalog,250,0,216,frontend,productcatalog,60,3,3,3,0
3,frontcatalog,250,0,216,frontend,server,66,3,3,3,0
3,frontcatalog,250,0,216,paymentservice,payment,59,4,4,4,0
3,frontcatalog,250,0,216,recommendationservice,server,69,3,3,3,0
3,frontcatalog,250,0,216,redis-cart,-,,1,1,1,0
3,frontcatalog,250,0,216,shippingservice,server,73,3,3,3,0
3,frontcatalog,250,0,231,adservice,server,39,5,4,4,0
3,frontcatalog,250,0,231,cartservice,server,64,4,4,4,0
3,frontcatalog,250,0,231,checkoutservice,checkout,71,3,3,3,0
3,frontcatalog,250,0,231,currencyservice,server,56,4,4,4,0
3,frontcatalog,250,0,231,emailservice,email,58,4,4,4,0
3,frontcatalog,250,0,231,frontend,productcatalog,61,3,3,3,0
3,frontcatalog,250,0,231,frontend,server,65,3,3,3,0
3,frontcatalog,250,0,231,paymentservice,payment,59,4,4,4,0
3,frontcatalog,250,0,231,recommendationservice,server,70,3,3,3,0
3,frontcatalog,250,0,231,redis-cart,-,,1,1,1,0
3,frontcatalog,250,0,231,shippingservice,server,73,3,3,3,0
3,frontcatalog,250,0,246,adservice,server,32,4,4,4,0
3,frontcatalog,250,0,246,cartservice,server,61,4,4,4,0
3,frontcatalog,250,0,246,checkoutservice,checkout,71,3,3,3,0
3,frontcatalog,250,0,246,currencyservice,server,56,4,4,4,0
3,frontcatalog,250,0,246,emailservice,email,57,4,4,4,0
3,frontcatalog,250,0,246,frontend,productcatalog,59,3,3,3,0
