cycle,arm,target_rate,iter_rate,dropped,failed_rate,p50,p99,running_cores,pending_cores,eff_iter_per_running_core,pods,pending,node_cores,softirq_mc_per_iter,k6_cores,tcp_retrans_s,prod_p50,cart_p50,chk_p50,prod_p99,cart_p99,chk_p99,throttled,replicas
1,frontcatalog,250,246.1,1605,0,1319.8,3777.4,12.32,0.0,20.0,28,0,8.923,2.44,0.4,0.0,1209.3,1177.3,1685.2,3173.4,3181.4,4627.9,emailservice/email=48%;frontend/server=9%;frontend/server=8%;paymentservice/payment=5%,adservice:3 cartservice:3 checkoutservice:3 currencyservice:3 emailservice:3 frontend:3 paymentservice:3 recommendationservice:3 redis-cart:1 shippingservice:3
