cycle,arm,target_rate,iter_rate,dropped,failed_rate,p50,p99,running_cores,pending_cores,eff_iter_per_running_core,pods,pending,node_cpu_sec,softirq_cpu_sec,k6_cpu_sec,prod_p50,cart_p50,chk_p50,prod_p99,cart_p99,chk_p99,replicas,limit_x,dropped_win,started,replicas_at_window_start,replicas_changed_in_window,browse_rate_target,browse_rate,browse_dropped_win,browse_p50,browse_p99
1,normal,100,100.0,0,0,7.3,578.4,8.6,0.0,11.6,15,0,424.8,31.12,15.46,5.6,6.3,8.8,725.0,414.8,311.5,adservice:1 cartservice:2 checkoutservice:1 currencyservice:1 emailservice:1 frontend:2 paymentservice:1 productcatalogservice:2 recommendationservice:2 redis-cart:1 shippingservice:1,0,0,9001,adservice:1 cartservice:1 checkoutservice:1 currencyservice:1 emailservice:1 frontend:2 paymentservice:1 productcatalogservice:1 recommendationservice:2 redis-cart:1 shippingservice:1,yes,100,100.0,0,5.5,727.1
