cycle,arm,target_rate,iter_rate,dropped,failed_rate,p50,p99,running_cores,pending_cores,eff_iter_per_running_core,pods,pending,node_cores,softirq_mc_per_iter,k6_cores,tcp_retrans_s,prod_p50,cart_p50,chk_p50,prod_p99,cart_p99,chk_p99,throttled,replicas,limit_x,dropped_win,started
1,frontcatalog,200,200.0,0,0,131.7,905.5,8.8,0.0,22.7,14,0,6.688,1.99,0.3,0.0,134.5,128.9,132.6,878.0,884.5,1063.7,frontend/server=59%;emailservice/email=5%;frontend/productcatalog=4%,adservice:1 cartservice:2 checkoutservice:1 currencyservice:1 emailservice:2 frontend:2 paymentservice:1 recommendationservice:2 redis-cart:1 shippingservice:1,0,0,18001
