cycle,arm,target_rate,iter_rate,dropped,failed_rate,p50,p99,running_cores,pending_cores,eff_iter_per_running_core,pods,pending,node_cores,softirq_mc_per_iter,k6_cores,tcp_retrans_s,prod_p50,cart_p50,chk_p50,prod_p99,cart_p99,chk_p99,throttled,replicas,limit_x,dropped_win,started,replicas_at_window_start,replicas_changed_in_window,browse_rate_target,browse_rate,browse_dropped_win,browse_p50,browse_p99
1,frontcatalog,120,120.0,0,0,8.2,528.9,8.6,0.0,13.9,13,0,4.8503,2.63,0.22,0.0,6.1,6.6,9.6,678.5,447.1,325.8,frontend/server=27%;frontend/productcatalog=1%;adservice/server=1%,adservice:1 cartservice:2 checkoutservice:1 currencyservice:1 emailservice:1 frontend:2 paymentservice:1 recommendationservice:2 redis-cart:1 shippingservice:1,0,0,10801,adservice:1 cartservice:1 checkoutservice:1 currencyservice:1 emailservice:1 frontend:2 paymentservice:1 recommendationservice:2 redis-cart:1 shippingservice:1,yes,80,80.0,0,6.2,683.0
