cycle,arm,target_rate,iter_rate,dropped,failed_rate,p50,p99,running_cores,pending_cores,eff_iter_per_running_core,pods,pending,node_cores,softirq_mc_per_iter,k6_cores,tcp_retrans_s,prod_p50,cart_p50,chk_p50,prod_p99,cart_p99,chk_p99,throttled,replicas,limit_x,dropped_win,started,replicas_at_window_start,replicas_changed_in_window,browse_rate_target,browse_rate,browse_dropped_win,browse_p50,browse_p99
1,normal,100,100.0,0,0,6.2,427.8,6.12,0.0,16.3,12,0,3.5247,2.74,0.15,0.0,5.1,5.9,8.1,734.9,242.6,213.9,cartservice/server=6%;frontend/server=6%;productcatalogservice/server=2%;emailservice/email=1%,adservice:1 cartservice:1 checkoutservice:1 currencyservice:1 emailservice:1 frontend:1 paymentservice:1 productcatalogservice:1 recommendationservice:1 redis-cart:1 shippingservice:1,0,0,12001,adservice:1 cartservice:1 checkoutservice:1 currencyservice:1 emailservice:1 frontend:1 paymentservice:1 productcatalogservice:1 recommendationservice:1 redis-cart:1 shippingservice:1,no,0,0,0,0,0
1,frontrecocatalog,100,100.0,0,0,6.0,481.9,6.12,0.0,16.3,10,0,3.4553,2.12,0.15,0.0,4.9,5.7,7.9,769.1,279.2,259.7,frontend/server=6%;cartservice/server=6%,adservice:1 cartservice:2 checkoutservice:1 currencyservice:1 emailservice:1 frontend:1 paymentservice:1 redis-cart:1 shippingservice:1,0,0,12001,adservice:1 cartservice:1 checkoutservice:1 currencyservice:1 emailservice:1 frontend:1 paymentservice:1 redis-cart:1 shippingservice:1,yes,0,0,0,0,0
1,normal,100,100.0,202,0,84.8,733.9,11.22,0.0,8.9,18,0,6.138,4.44,0.28,0.0,80.2,82.0,88.9,882.8,698.4,578.2,frontend/server=50%;productcatalogservice/server=16%,adservice:1 cartservice:2 checkoutservice:1 currencyservice:2 emailservice:1 frontend:3 paymentservice:1 productcatalogservice:2 recommendationservice:3 redis-cart:1 shippingservice:1,0,0,12001,adservice:3 cartservice:2 checkoutservice:1 currencyservice:1 emailservice:1 frontend:3 paymentservice:1 productcatalogservice:2 recommendationservice:3 redis-cart:1 shippingservice:1,yes,300,300,0,86.1,887.4
1,frontrecocatalog,100,100.0,107,0,92.5,741.1,9.4,0.0,10.6,12,0,6.2078,3.38,0.29,0.0,94.8,92.3,91.6,864.4,672.9,514.1,frontend/server=67%;frontend/productcatalog=1%;emailservice/email=1%,adservice:1 cartservice:2 checkoutservice:1 currencyservice:2 emailservice:1 frontend:2 paymentservice:1 redis-cart:1 shippingservice:1,0,0,12001,adservice:1 cartservice:2 checkoutservice:1 currencyservice:1 emailservice:1 frontend:2 paymentservice:1 redis-cart:1 shippingservice:1,yes,300,300.0,0,107.8,871.6
