cycle,arm,target_rate,iter_rate,dropped,failed_rate,p50,p99,running_cores,pending_cores,eff_iter_per_running_core,pods,pending,node_cpu_sec,softirq_cpu_sec,k6_cpu_sec,prod_p50,cart_p50,chk_p50,prod_p99,cart_p99,chk_p99,replicas,limit_x,dropped_win,started,replicas_at_window_start,replicas_changed_in_window,browse_rate_target,browse_rate,browse_dropped_win,browse_p50,browse_p99,reserved_core_sec,pending_core_sec,reserved_avg_cores,n_samples
1,normal,100,100,0,0,8.6,555.5,8.6,0.0,11.6,15,0,638.3,47.44,26.0,7.1,7.1,10.1,784.1,501.8,345.7,adservice:1 cartservice:2 checkoutservice:1 currencyservice:1 emailservice:1 frontend:2 paymentservice:1 productcatalogservice:2 recommendationservice:2 redis-cart:1 shippingservice:1,0,0,12000,adservice:1 cartservice:1 checkoutservice:1 currencyservice:1 emailservice:1 frontend:1 paymentservice:1 productcatalogservice:1 recommendationservice:1 redis-cart:1 shippingservice:1,yes,200,200.0,0,6.8,795.4,1007.8,37.2,8.399,8
