cycle,arm,target_rate,iter_rate,dropped,failed_rate,p50,p99,running_cores,pending_cores,eff_iter_per_running_core,pods,pending,node_cpu_sec,softirq_cpu_sec,k6_cpu_sec,prod_p50,cart_p50,chk_p50,prod_p99,cart_p99,chk_p99,replicas,limit_x,dropped_win,started,replicas_at_window_start,replicas_changed_in_window,browse_rate_target,browse_rate,browse_dropped_win,browse_p50,browse_p99,reserved_core_sec,pending_core_sec,reserved_avg_cores,n_samples
1,frontrecocartcatalog,100,100.0,0,0,6.8,456.7,8.6,0.0,11.6,9,0,407.2,23.14,17.68,5.4,6.1,8.6,713.6,358.1,290.6,adservice:1 checkoutservice:1 currencyservice:1 emailservice:1 frontend:2 paymentservice:1 redis-cart:1 shippingservice:1,0,0,9001,adservice:1 checkoutservice:1 currencyservice:1 emailservice:1 frontend:2 paymentservice:1 redis-cart:1 shippingservice:1,no,100,100.0,0,5.4,717.0,792.4,0.0,8.804,6
