cycle,arm,target_rate,limit_x,browse_rate,t_rel,deploy,container,hpa_util_pct,current_replicas,desired_replicas,ready_replicas,pending_pods,ns_running_cores,ns_pending_cores
1,normal,100,0,0,0,adservice,-,,1,0,1,0,5.762,0.0
1,normal,100,0,0,0,cartservice,-,,1,0,1,0,5.762,0.0
1,normal,100,0,0,0,checkoutservice,checkout,0,1,1,1,0,5.762,0.0
1,normal,100,0,0,0,currencyservice,server,0,1,1,1,0,5.762,0.0
1,normal,100,0,0,0,emailservice,email,1,1,1,1,0,5.762,0.0
1,normal,100,0,0,0,frontend,-,,1,0,1,0,5.762,0.0
1,normal,100,0,0,0,paymentservice,payment,0,1,1,1,0,5.762,0.0
1,normal,100,0,0,0,productcatalogservice,server,0,1,1,1,0,5.762,0.0
1,normal,100,0,0,0,recommendationservice,-,,,0,1,0,5.762,0.0
1,normal,100,0,0,0,redis-cart,-,,1,1,1,0,5.762,0.0
1,normal,100,0,0,0,shippingservice,-,,,0,1,0,5.762,0.0
1,normal,100,0,0,15,adservice,-,,1,0,1,0,5.762,0.0
1,normal,100,0,0,15,cartservice,server,1,1,1,1,0,5.762,0.0
1,normal,100,0,0,15,checkoutservice,checkout,0,1,1,1,0,5.762,0.0
1,normal,100,0,0,15,currencyservice,server,0,1,1,1,0,5.762,0.0
1,normal,100,0,0,15,emailservice,email,4,1,1,1,0,5.762,0.0
1,normal,100,0,0,15,frontend,server,0,1,1,1,0,5.762,0.0
1,normal,100,0,0,15,paymentservice,payment,1,1,1,1,0,5.762,0.0
1,normal,100,0,0,15,productcatalogservice,server,0,1,1,1,0,5.762,0.0
1,normal,100,0,0,15,recommendationservice,server,0,1,1,1,0,5.762,0.0
1,normal,100,0,0,15,redis-cart,-,,1,1,1,0,5.762,0.0
1,normal,100,0,0,15,shippingservice,server,0,1,1,1,0,5.762,0.0
1,normal,100,0,0,30,adservice,server,62,1,1,1,0,5.762,0.742
1,normal,100,0,0,30,cartservice,server,93,1,1,1,0,5.762,0.742
1,normal,100,0,0,30,checkoutservice,checkout,3,1,1,1,0,5.762,0.742
1,normal,100,0,0,30,currencyservice,server,53,1,1,1,0,5.762,0.742
1,normal,100,0,0,30,emailservice,email,59,1,1,1,0,5.762,0.742
1,normal,100,0,0,30,frontend,server,66,1,1,1,0,5.762,0.742
1,normal,100,0,0,30,paymentservice,payment,43,1,1,1,0,5.762,0.742
1,normal,100,0,0,30,productcatalogservice,server,17,1,1,1,0,5.762,0.742
1,normal,100,0,0,30,recommendationservice,server,85,1,2,1,1,5.762,0.742
1,normal,100,0,0,30,redis-cart,-,,1,1,1,0,5.762,0.742
1,normal,100,0,0,30,shippingservice,server,28,1,1,1,0,5.762,0.742
1,normal,100,0,0,46,adservice,server,70,1,1,1,0,6.504,0.0
1,normal,100,0,0,46,cartservice,server,76,1,1,1,0,6.504,0.0
1,normal,100,0,0,46,checkoutservice,checkout,34,1,1,1,0,6.504,0.0
1,normal,100,0,0,46,currencyservice,server,54,1,1,1,0,6.504,0.0
1,normal,100,0,0,46,emailservice,email,49,1,1,1,0,6.504,0.0
1,normal,100,0,0,46,frontend,server,79,1,1,1,0,6.504,0.0
1,normal,100,0,0,46,paymentservice,payment,51,1,1,1,0,6.504,0.0
1,normal,100,0,0,46,productcatalogservice,server,79,1,1,1,0,6.504,0.0
1,normal,100,0,0,46,recommendationservice,server,71,2,2,2,0,6.504,0.0
1,normal,100,0,0,46,redis-cart,-,,1,1,1,0,6.504,0.0
1,normal,100,0,0,46,shippingservice,server,29,1,1,1,0,6.504,0.0
1,normal,100,0,0,61,adservice,server,44,1,1,1,0,6.504,0.0
1,normal,100,0,0,61,cartservice,server,76,1,1,1,0,6.504,0.0
1,normal,100,0,0,61,checkoutservice,checkout,29,1,1,1,0,6.504,0.0
1,normal,100,0,0,61,currencyservice,server,50,1,1,1,0,6.504,0.0
1,normal,100,0,0,61,emailservice,email,47,1,1,1,0,6.504,0.0
1,normal,100,0,0,61,frontend,server,73,1,1,1,0,6.504,0.0
1,normal,100,0,0,61,paymentservice,payment,36,1,1,1,0,6.504,0.0
1,normal,100,0,0,61,productcatalogservice,server,67,1,1,1,0,6.504,0.0
1,normal,100,0,0,61,recommendationservice,server,34,2,2,2,0,6.504,0.0
1,normal,100,0,0,61,redis-cart,-,,1,1,1,0,6.504,0.0
1,normal,100,0,0,61,shippingservice,server,33,1,1,1,0,6.504,0.0
1,normal,100,0,0,76,adservice,server,58,1,1,1,0,6.504,0.0
1,normal,100,0,0,76,cartservice,server,77,1,1,1,0,6.504,0.0
1,normal,100,0,0,76,checkoutservice,checkout,31,1,1,1,0,6.504,0.0
1,normal,100,0,0,76,currencyservice,server,50,1,1,1,0,6.504,0.0
1,normal,100,0,0,76,emailservice,email,48,1,1,1,0,6.504,0.0
1,normal,100,0,0,76,frontend,server,73,1,1,1,0,6.504,0.0
1,normal,100,0,0,76,paymentservice,payment,35,1,1,1,0,6.504,0.0
1,normal,100,0,0,76,productcatalogservice,server,68,1,1,1,0,6.504,0.0
1,normal,100,0,0,76,recommendationservice,server,34,2,2,2,0,6.504,0.0
1,normal,100,0,0,76,redis-cart,-,,1,1,1,0,6.504,0.0
1,normal,100,0,0,76,shippingservice,server,30,1,1,1,0,6.504,0.0
1,normal,100,0,0,91,adservice,server,25,1,1,1,0,6.865,0.0
1,normal,100,0,0,91,cartservice,server,77,1,2,1,0,6.865,0.0
1,normal,100,0,0,91,checkoutservice,checkout,28,1,1,1,0,6.865,0.0
