cycle,arm,reqcount,fails,p50_ms,p90_ms,p99_ms,avg_ms,rps,softirq_cores,base_softirq,system_cores,base_system,app_cores,base_app,node_cores,base_node,softirq_mc_per_req,system_mc_per_req,app_mc_per_req,node_mc_per_req
1,outpy,62416,0,28,99,490,49.88280655473009,208.45080240981247,0.26614814814814824,0.006222222222221931,0.886407407407408,0.2290000000000014,2.9524475020891487,0.014529085929813659,4.010148148148152,0.9035555555555498,1.247,3.154,14.094,14.903
2,outpy,62359,0,53,170,640,78.8063063588099,208.33047119957553,0.23500000000000007,0.005666666666667512,0.8456296296296303,0.1922222222222198,2.6033184379479692,0.017569582408331313,3.9209259259259284,0.6388888888888928,1.101,3.136,12.412,15.754
3,outpy,61952,0,41,120,680,68.12147969990833,206.99438606174988,0.23470370370370378,0.0053333333333333765,0.8292592592592581,0.21133333333332743,2.648314549606924,0.0164530443956861,3.807444444444449,0.70422222222222,1.108,2.985,12.715,14.992
