sample,ts,node_cores,app_cores
1,2026-06-29T23:25:02+09:00,0.7081111111111112,0.01732847354843295
2,2026-06-29T23:27:02+09:00,0.719333333333333,0.017527745455014843
3,2026-06-29T23:29:03+09:00,0.4141111111111115,0.019476832872438544
