cycle,arm,reqcount,fails,p50_ms,p90_ms,p99_ms,avg_ms,rps,node_cores,app_cores,base_node,base_app,node_mc_per_req,app_mc_per_req,comm_mc_per_req
1,normal,5426,0,52,120,170,62.275993235902305,91.60295907793822,2.366333333333334,1.0951553546564499,0.9139999999999997,0.014305789863993924,15.855,11.799,4.056
1,mega,5451,0,35,68,97,38.849977449460006,92.09803035989914,2.6763333333333343,1.146728084164549,0.4693333333333327,0.020566099353120735,23.964,12.228,11.736
