cycle,arm,reqcount,fails,p50_ms,p90_ms,p99_ms,avg_ms,rps,softirq_cores,base_softirq,system_cores,base_system,app_cores,base_app,node_cores,base_node,softirq_mc_per_req,system_mc_per_req,app_mc_per_req,node_mc_per_req
1,frontcatalog,62116,0,63,180,760,91.89599863105421,207.50770285093088,0.19918518518518494,0.006000000000000542,0.8078888888888889,0.2024444444444523,2.5750073742877078,0.017424748129815426,3.7869259259259276,0.7812222222222251,0.931,2.918,12.325,14.485
2,frontcatalog,62232,0,73,180,460,90.62218597417024,207.98409949876702,0.21962962962962979,0.00533333333333385,0.8452222222222229,0.14088888888888831,2.8211924725513007,0.018365086588111774,3.833962962962962,0.4268888888888781,1.03,3.386,13.476,16.381
3,frontcatalog,62035,0,45,170,700,79.51133234741255,207.2812630456896,0.21751851851851864,0.004777777777777695,0.8225925925925935,0.14366666666666736,2.8971014545378875,0.017448431537335884,3.682555555555555,0.43744444444444724,1.026,3.275,13.892,15.656
